track_name,artist_name,playlists
Tunnel of Love,"ilyTOMMY,Savage Ga$p",
Колибри,"kavabanga Depo kolibri,MiyaGi",
Gossip,"lil mamba,TrippieTommy",
Rabo Gordo,"lil mamba,TrippieTommy",
Big Boy,nastyfactor,
Believe (feat. Fredwave & Jeshi),"p-rallel,Fredwave,Jeshi",
pompeii - sped up + reverb,"pearl,fast forward >>,Tazzy",
ASSALTO,pedronumb,
VVS,pedronumb,
DIZ SINCERAMENTE (QUEM E O MAIS OKAY OKAY),pedronumb,
TERRA DO NUNCA,pedronumb,
VROOM,pedronumb,
OUTRA VEZ,pedronumb,
Deluxo,"pedronumb,Catarina H",
Lisa,"pedronumb,Draco",
COLISEU,"pedronumb,OhTel",
MY LIFE,"rkeat,LON3R JOHNY",
MAZZA (feat. A$AP Rocky),"slowthai,A$AP Rocky",
Plugg (Freestyle) - Remix,"sora9k,eddy0",
VO$$,"sora9k,tripsyhell",
what she never had,"sora9k,tripsyhell",
+ 1 Noite,tripsyhell,
OkoK!,tripsyhell,
Gata Sei K Estas Triste Vem Chorar no Meu Plugg,tripsyhell,
uh uh uh,tripsyhell,
Ultima Fotografia,"tripsyhell,5laughter",
Eu e a minha shawty </3 (feat. Big Mellow),"tripsyhell,Big Mellow",
HEART (feat. Chico da Tina),"tripsyhell,Chico da Tina",
Baby,"tripsyhell,Ice Burz",
Onlyfans,"tripsyhell,Ice Burz",
EURO STEPPIN,"tripsyhell,Ice Burz",
Sentado no Microondas (feat. Kenny Berg & Ice Burz),"tripsyhell,Kenny Berg,Ice Burz",
Alaska (feat. Lil Noon),"tripsyhell,Lil Noon",
Hoje nao falei com ninguem (feat. Nicasso),"tripsyhell,Nicasso",
Dezembro (feat. sora9k),"tripsyhell,sora9k",
jisung,vanish shawty,
gatinhos,vanish shawty,
Sangue Novo,xtinto,
Opus Magnum - demo,xtinto,
Android,xtinto,
Marfim,xtinto,
Quentin Miller,xtinto,
Pentagrama,xtinto,
Eden,"xtinto,Joao Maia Ferreira",
TALKING,"¥$,Kanye West,Ty Dolla $ign",
STARS,"¥$,Kanye West,Ty Dolla $ign",
SLIDE,"¥$,Kanye West,Ty Dolla $ign",
PAID,"¥$,Kanye West,Ty Dolla $ign",
BACK TO ME,"¥$,Kanye West,Ty Dolla $ign",
